4ec8c09c-1329-4c1e-b59b-964df61ef69b, Baimam, Boukar, baimamboukar@gmail.com, 37724862aceb5251a71041a5206e194ae8ead6a75e0c3edf5ff0af37a42c34c2, admin
9ec8c09c-c329-4c1e-b5cb-964de61ef69b, Alvina, Minjess, aminja@gmail.her, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2000-10-10, true, 2022-10-18, false, 2022-10-10, TZ
9ec8c09c-c329-4c1e-b5cb-964de61ef69c, Glory, ManU, manu@gmail.club, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2002-10-10, true, 2020-10-10, true, 2023-10-10, TZ
20e21f6a-82a6-48c9-a072-a93303cd7924, Demz, Izz, izz@gmail.com, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2002-10-10, true, 2015-02-12, true, 2021-02-12, RW
20e21f6a-82a6-48c9-a072-a93303cd7728, Bisoke, One, bizzoke@gmail.com, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2001-10-20, true, 2019-02-12, true, 2023-02-12, RW
20e21f6a-82c6-48c9-a072-a93303cd7984, Mad, Patient, usher@bisoke.com, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2002-10-10, true, 2020-02-12, false, 2022-10-12, CM
20e21f6a-82c6-48c9-a072-a93303cd1984, Azette, TY, azeti@bisoke.com, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2000-10-10, true, 2024-02-12, true, 2024-06-12, CM
c4e32a1b-02c7-4b3e-a8a6-c6b74e0e9d7a, Kofi, Mensah, kofi.mensah@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-05-12, true, 2016-03-11, true, 2024-05-13, GH
a7e41b2a-12f4-489e-b7a8-845f9146b9a7, Amina, Diallo, amina.diallo@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-11-22, true, 2017-07-23, true, 2023-12-24, SN
e5a32c1d-34b7-458e-a7b4-c3a16d5e6f5e, Fatou, Ba, fatou.ba@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 200010-30, true, 2018-01-14, true, 2024-03-15, SN
f3b42d3e-53c8-4e7f-b9e8-a1f7c3e4b8a6, John, Okafor, john.okafor@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-03-05, true, 201910-12, true, 2023-10-14, NG
a9d43e5f-67a9-4c8e-b0a1-c4a58e3f7a4d, Grace, Njoroge, grace.njoroge@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1997-06-19, true, 2020-1110, true, 2024-0410, KE
c2b54e6e-89ca-4d7f-a1c2-d5a67e4f8c7b, Yacine, Ndiaye, yacine.ndiaye@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2001-12-10, true, 2021-04-22, true, 2024-05-10, SN
d3c63f7f-0ada-4e8f-b2b3-e6a78e5f9d8c, Ibrahim, Kone, ibrahim.kone@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-02-14, true, 2018-06-18, false, 2023-11-18, CI
e4d74f8a-1bcb-4f9e-b3c4-f7b89e6f0e9b, Amara, Kamara, amara.kamara@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 200010-03, true, 2021-05-20, true, 2024-06-12, SL
f5e85f9b-2cdc-4fae-b4d5-g8b9ae7f1f0a, Salif, Cissé, salif.cisse@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1998-04-25, true, 2019-10-17, true, 2024-02-17, ML
g6f96fa0-3edd-4fab-b5e6-h9c1af8f2f1b, Abdi, Hassan, abdi.hassan@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1999-07-29, true, 2020-07-21, true, 2024-05-22, SO
h7a07fa1-4fce-4fbc-b6f7-i0d2bf9f3f2c, Mariam, Toure, mariam.toure@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-01-16, true, 2017-12-05, true, 2024-01-06, ML
i8b18fb2-5fdf-4fcd-b7g8-j1e3c0af4g3d, Boubacar, Sissoko, boubacar.sissoko@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-11-28, true, 20151010, true, 2024-03-20, ML
j9c29fc3-6hfg-4gde-b8h9-k2f4d1bg5h4e, Aminata, Keita, aminata.keita@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-03-07, true, 201610-14, true, 2024-04-14, GN
k0d30gd4-7igg-4hgf-b9i0-l3g5e2ch6i5f, Issa, Traoré, issa.traore@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2002-01-18, true, 2021-03-02, true, 2024-07-18, BF
l1e41he5-8jhh-4ihi-c0j1-m4h6f3di7j6g, Hafsa, Mohammed, hafsa.mohammed@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2003-06-24, true, 2022-05-15, true, 202410-14, ET
m2f52if6-9kji-4jij-d1k2-n5i7g4ej8k7h, Ali, Ahmed, ali.ahmed@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 19971010, true, 2020-12-19, true, 2024-10-18, DJ
n3g63jg7-0lkl-4kjk-e2l3-o6j8h5fk9l8i, Zainab, Musa, zainab.musa@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1998-03-15, true, 2021-01-25, true, 2024-06-16, NG
o4h74kh8-1mml-4klk-f3m4-p7k9i6gl0m9j, Sani, Abubakar, sani.abubakar@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2000-07-04, true, 2019-06-17, true, 2024-07-14, NG
p5i85li9-2nmm-4lml-g4n5-q8l0j7hm1n0k, Joseph, Banda, joseph.banda@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-02-12, true, 2018-1110, false, 2023-11-15, ZM
q6j96mj0-3onn-4mnm-h5o6-r9m1k8in2o1l, Paul, Chisala, paul.chisala@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-11-20, true, 2015-10-13, true, 2024-01-12, ZM
r7k07nk1-4pop-4non-i6p7-s0n2l9jo3p2m, Chipo, Nyoni, chipo.nyoni@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-05-18, true, 2017-0410, true, 2024-03-21, ZW
s8l18ol2-5qqp-4opo-j7q8-t1o3m0kp4q3n, Tendai, Moyo, tendai.moyo@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2000-02-26, true, 2021-07-11, true, 2024-06-17, ZW
t9m29pm3-6rqr-4pqp-k8r9-u2p4n1lq5r4o, Thandiwe, Ndlovu, thandiwe.ndlovu@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1999-10-31, true, 202010-16, true, 2024-04-13, ZW
u0n30qn4-7srs-4qrq-l9s0-v3q5o2mr6s5p, Samuel, Phiri, samuel.phiri@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-06-07, true, 2016-12-20, true, 2024-07-22, MW
v1o41ro5-8sts-4rsr-m0t1-w4r6p3ns7t6q, James, Banda, james.banda@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-11-11, true, 201710-03, true, 2024-05-26, MW
w2p52sp6-9tuu-4sts-n1u2-x5s7q4ot8u7r, Maria, Mwansa, maria.mwansa@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1997-04-20, true, 2020-02-12, true, 202410-13, MW
x3q63tq7-0uvu-4tut-o2v3-y6t8r5pu9v8s, Peter, Mulenga, peter.mulenga@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 200010-14, true, 2019-07-02, true, 2024-04-10, MW
y4r74ur8-1vwv-4uvu-p3w4-z7u9s6qv0w9t, Esther, Kalenga, esther.kalenga@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-02-28, true, 2015-05-20, true, 2024-02-22, ZM
z5s85vs9-2wxx-4wvw-q4x5-a8v0t7rw1x0u, Gladys, Chikonde, gladys.chikonde@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-04-17, true, 2017-0310, true, 2024-01-15, ZM
a6t96wt0-3xyy-4wxw-r5y6-b9w1u8sx2y1v, Mavis, Zulu, mavis.zulu@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1998-01-13, true, 202010-12, true, 2024-03-19, ZM
b7u07xu1-4yzz-4xxy-s6z7-c0x2v9ty3z2w, Yvonne, Tembo, yvonne.tembo@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 19931010, true, 2016-12-01, true, 2024-06-24, ZM
c8v18yv2-5zaa-4yyy-t7a8-d1y3w0uz4a3x, Prisca, Mwape, prisca.mwape@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2000-12-22, true, 2021-10-14, true, 2024-05-13, ZM
d9w29zw3-6abb-4yzz-u8b9-e2z4x1va5b4y, Emmanuel, Kapinga, emmanuel.kapinga@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-05-06, true, 2016-11-12, true, 2024-07-24, TZ
e0x30ax4-7bcc-4zza-v9c0-f3a5y2wb6c5z, Flora, Kibanga, flora.kibanga@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-07-19, true, 20151010, true, 2024-06-22, TZ
f1y41by5-8cdd-4aab-w0d1-g4b6z3xc7d6a, Asha, Ndayi, asha.ndayi@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-12-05, true, 2018-06-17, true, 2024-05-24, TZ
g2z52cz6-9dee-4bbc-x1e2-h5c7a4yd8e7b, Bakari, Nchimbi, bakari.nchimbi@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-03-02, true, 2016-12-04, true, 2024-04-20, TZ
h3a63da7-0eff-4ccd-y2f3-i6d8b5ze9f8c, Pendo, Simba, pendo.simba@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 199810-12, true, 2020-07-03, true, 2024-03-21, TZ
a0b1c2d3-4e5f-6g7h-1i2j-3k4l5m6n7o8p, Kwame, Anansi, kwame.anansi@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-01-02, true, 2015-06-12, true, 2024-01-12, GH
b1c2d3e4-5f6g-7h8i-2j3k-4l5m6n7o8p9q, Ama, Gyasi, ama.gyasi@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-06-02, true, 2015-06-12, true, 2024-06-06, GH
c2d3e4f5-6g7h-8i9j-3k4l-5m6n7o8p9q0r, Amina, Abubakar, amina.abubakar@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-01-04, true, 2015-01-04, true, 2024-06-06, NG
d3e4f5g6-7h8i-9j0k-4l5m-6n7o8p9q0r1s, Sani, Ado, sani.ado@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1996-06-06, true, 2015-06-06, true, 2024-06-06, NG
e4f5g6h7-8i9j-0k1l-5m6n-7o8p9q0r1s2t, Nneka, Okeke, nneka.okeke@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-06-06, true, 2015-06-06, true, 2024-06-06, NG
f5g6h7i8-9j0k-1l2m-6n7o-8p9q0r1s2t3u, Fatou, Ba, fatou.ba@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-06-02, true, 2015-06-06, true, 2024-01-12, SN
g6h7i8j9-0k1l-2m3n-7o8p-9q0r1s2t3u4v, Youssou, Ndao, youssou.ndao@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-01-02, true, 2015-06-06, true, 2024-06-06, SN
h7i8j9k0-1l2m-3n4o-8p9q-0r1s2t3u4v5w, Aboubacar, Camara, aboubacar.camara@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-06-06, true, 2015-06-12, true, 2024-06-06, GN
i8j9k0l1-2m3n-4o5p-9q0r-1s2t3u4v5w6x, Mariam, Diallo, mariam.diallo@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-01-02, true, 2015-06-06, true, 2024-06-06, GN
j9k0l1m2-3n4o-5p6q-0r1s-2t3u4v5w6x7y, Alpha, Keita, alpha.keita@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1996-01-02, true, 2015-06-06, true, 2024-06-06, ML
k0l1m2n3-4o5p-6q7r-1s2t-3u4v5w6x7y8z, Fatoumata, Traore, fatoumata.traore@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-01-02, true, 2015-06-12, true, 2024-06-06, ML
l1m2n3o4-5p6q-7r8s-2t3u-4v5w6x7y8z9a, Ibrahim, Sarr, ibrahim.sarr@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-06-02, true, 2015-06-06, true, 2024-06-06, SN
m2n3o4p5-6q7r-8s9t-3u4v-5w6x7y8z9a0b, Mamadou, Sene, mamadou.sene@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-01-02, true, 2015-06-06, true, 2024-06-06, SN
n3o4p5q6-7r8s-9t0u-4v5w-6x7y8z9a0b1c, Moussa, Kone, moussa.kone@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-06-06, true, 2015-06-06, true, 2024-06-06, CI
o4p5q6r7-8s9t-0u1v-5w6x-7y8z9a0b1c2d, Fanta, Coulibaly, fanta.coulibaly@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1996-06-06, true, 2015-06-12, true, 2024-06-06, CI
p5q6r7s8-9t0u-1v2w-6x7y-8z9a0b1c2d3e, Ahmed, Diallo, ahmed.diallo@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-06-06, true, 2015-06-06, true, 2024-06-06, GN
q6r7s8t9-0u1v-2w3x-7y8z-9a0b1c2d3e4f, Aminata, Cisse, aminata.cisse@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-01-04, true, 2015-06-12, true, 2024-06-06, ML
r7s8t9u0-1v2w-3x4y-8z9a-0b1c2d3e4f5g, Seydou, Diallo, seydou.diallo@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-06-06, true, 2015-06-06, true, 2024-06-06, GN
s8t9u0v1-2w3x-4y5z-9a0b-1c2d3e4f5g6h, Issa, Dembélé, issa.dembele@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-06-06, true, 2015-06-12, true, 2024-06-06, ML
t9u0v1w2-3x4y-5z6a-0b1c-2d3e4f5g6h7i, Adama, Diarra, adama.diarra@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-06-06, true, 2015-06-06, true, 2024-06-06, ML
u0v1w2x3-4y5z-6a7b-1c2d-3e4f5g6h7i8j, Aliou, Sow, aliou.sow@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-06-06, true, 2015-06-06, true, 2024-06-06, GN
v1w2x3y4-5z6a-7b8c-2d3e-4f5g6h7i8j9k, Khady, Ndiaye, khady.ndiaye@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-01-02, true, 2015-06-12, true, 2024-06-06, SN
w2x3y4z5-6a7b-8c9d-3e4f-5g6h7i8j9k0l, Samba, Ba, samba.ba@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1995-01-02, true, 2015-06-06, true, 2024-06-06, SN
x3y4z5a6-7b8c-9d0e-4f5g-6h7i8j9k0l1m, Aminata, Diaw, aminata.diaw@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-06-02, true, 2015-06-06, true, 2024-06-06, SN
y4z5a6b7-8c9d-0e1f-5g6h-7i8j9k0l1m2n, Cheikh, Fall, cheikh.fall@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1994-01-02, true, 2015-06-06, true, 2024-06-06, SN
z5a6b7c8-9d0e-1f2g-6h7i-8j9k0l1m2n3o, Oumar, Gueye, oumar.gueye@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1993-06-06, true, 2015-06-12, true, 2024-06-06, SN
a6b7c8d9-0e1f-2g3h-7i8j-9k0l1m2n3o4p, Abdoulaye, Sow, abdoulaye.sow@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1992-01-04, true, 2015-06-06, true, 2024-06-06, GN
b7c8d9e0-1f2g-3h4i-8j9k-0l1m2n3o4p5q, Aminata, Sene, aminata.sene@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1991-06-02, true, 2015-06-06, true, 2024-06-06, SN
c8d9e0f1-2g3h-4i5j-9k0l-1m2n3o4p5q6r, Seynabou, Ndiaye, seynabou.ndiaye@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 1996-06-06, true, 2015-06-06, true, 2024-06-06, SN
20e21f6a-82a6-48c9-a072-a93303cd7944, Kalimat, Hapzz, khali@gmail.com, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 2002-10-10, true, 2022-02-12, No, 2024-02-12, TZ
ddfd2b01-6b8d-4045-a916-b68c5431b9e7, Bisoke, User, user@bisoke.one, 74f11276b5ca0087b0c419de0e1d802c81d184b9d1349a50c5e1de6507089d18, patient, 10-10-2002, NG, false, 10-10-2018, false, 10-05-2020
